Make,Model,Year,Engine Size,Mileage,Fuel Type,Transmission,Price
Audi,Model A,2017,2.8,60922,Diesel,Manual,28337.799738718953
Audi,Model A,2016,2.4,104936,Petrol,Manual,28416.322308221657
Audi,Model E,2006,2.4,100071,Petrol,Automatic,20558.200610529144
BMW,Model C,2017,3.6,100378,Petrol,Automatic,26579.545708553618
Honda,Model B,2012,2.7,50293,Electric,Automatic,31082.7020552787
Ford,Model D,2019,2.2,99381,Petrol,Automatic,28396.356904105978
BMW,Model D,2019,3.2,55272,Electric,Automatic,33119.2715323448
Audi,Model C,2009,3.9,8670,Electric,Manual,32589.913956065287
Toyota,Model B,2000,1.2,27809,Electric,Manual,16608.04561229219
Audi,Model D,2001,4.4,18069,Electric,Automatic,26865.178439309297
Honda,Model D,2016,1.3,95447,Petrol,Manual,21542.32315100194
Audi,Model E,2021,2.8,118179,Electric,Manual,28144.32037678686
Toyota,Model A,2002,3.0,99675,Diesel,Manual,23314.804450619107
Honda,Model D,2016,1.5,136531,Diesel,Manual,24072.500682326317
Audi,Model B,2011,4.2,159548,Diesel,Automatic,23688.398343326295
Honda,Model C,2011,2.7,62289,Electric,Automatic,26834.97872884611
Ford,Model E,2019,1.5,27177,Petrol,Manual,29850.25961305623
Ford,Model B,2009,3.5,3423,Petrol,Manual,30950.67161752896
Audi,Model E,2006,3.3,61001,Electric,Automatic,24299.213534256214
Honda,Model A,2009,4.4,151432,Electric,Automatic,24483.287182209475
Toyota,Model D,2017,2.5,198006,Electric,Automatic,22902.238798916176
Audi,Model B,2021,1.9,161304,Diesel,Automatic,26086.385530254265
Ford,Model C,2005,1.2,44940,Electric,Manual,22091.87452460704
Ford,Model A,2006,3.6,136433,Electric,Manual,19102.174460646034
Audi,Model A,2016,3.2,1401,Petrol,Manual,30810.032799654724
Honda,Model E,2011,4.4,66948,Petrol,Automatic,31200.575539732792
Ford,Model A,2016,3.5,22814,Diesel,Manual,32350.74318330884
Honda,Model B,2017,4.3,3230,Diesel,Automatic,35049.56614175143
Ford,Model E,2013,4.5,105825,Diesel,Manual,28706.13313767551
Ford,Model A,2010,2.5,104153,Diesel,Manual,23287.053258248096
BMW,Model C,2001,1.5,108998,Electric,Automatic,13515.10735054719
Ford,Model B,2020,1.7,38824,Electric,Automatic,33917.395340118266
Toyota,Model C,2000,2.1,119410,Diesel,Manual,17004.12660697932
Audi,Model C,2010,2.8,50416,Diesel,Manual,27108.28979134301
Audi,Model E,2001,1.4,100563,Petrol,Manual,17429.382677576366
Honda,Model D,2015,2.1,191061,Petrol,Automatic,23071.415886757335
Ford,Model E,2021,2.1,71812,Petrol,Automatic,31476.678384150804
Toyota,Model B,2002,1.0,196363,Diesel,Automatic,12032.151833622453
Honda,Model B,2019,2.2,58876,Petrol,Automatic,28210.937048011398
BMW,Model E,2000,1.4,55572,Diesel,Manual,21494.796306099044
Honda,Model D,2020,2.5,87304,Electric,Automatic,29746.87055085419
Honda,Model E,2019,1.7,88668,Diesel,Manual,28656.447260393306
Ford,Model B,2007,3.9,114266,Electric,Automatic,22417.52405198046
BMW,Model D,2018,1.3,193168,Electric,Manual,22239.77688397625
Honda,Model B,2000,4.0,75111,Diesel,Automatic,20394.17122505183
Toyota,Model D,2004,3.0,73367,Petrol,Manual,22537.00107450186
Toyota,Model D,2000,2.6,180890,Diesel,Automatic,15421.30885243463
Audi,Model E,2010,2.9,194695,Petrol,Manual,23539.861813470496
BMW,Model E,2020,2.3,68348,Electric,Automatic,31499.326661327606
BMW,Model E,2008,1.4,166315,Electric,Manual,20359.06942305732
Audi,Model D,2004,3.7,23357,Electric,Automatic,28152.173076523464
Honda,Model D,2001,4.2,199708,Electric,Automatic,15694.685900125085
BMW,Model B,2012,4.3,113234,Diesel,Manual,25729.760168082237
Toyota,Model C,2017,3.3,85321,Electric,Manual,31356.724858869096
Toyota,Model E,2011,2.4,37783,Petrol,Automatic,25407.346731433943
Ford,Model B,2013,2.7,125985,Petrol,Automatic,21512.979441035335
BMW,Model B,2004,3.3,51703,Electric,Automatic,23062.87097882459
Honda,Model A,2009,3.9,116839,Diesel,Automatic,25994.419696358542
Audi,Model E,2019,2.3,88557,Electric,Automatic,27084.62528775499
Audi,Model B,2001,4.2,195954,Electric,Automatic,20612.614709152276
Honda,Model A,2003,2.1,65923,Petrol,Automatic,22257.881368968716
Ford,Model E,2011,2.9,153320,Diesel,Manual,23012.34281023257
Audi,Model D,2010,4.4,64748,Diesel,Manual,30338.229860087038
BMW,Model A,2003,4.3,162526,Petrol,Manual,22181.227808040047
Ford,Model D,2010,3.4,78728,Petrol,Manual,28100.137530928405
BMW,Model C,2008,2.1,117849,Petrol,Automatic,19673.536313930734
Toyota,Model C,2009,1.8,2380,Diesel,Automatic,29502.30709352095
Ford,Model C,2005,1.3,123256,Petrol,Automatic,19193.37605566457
Audi,Model C,2014,3.5,168175,Petrol,Automatic,23801.336557582646
Ford,Model B,2009,2.8,94389,Petrol,Automatic,25925.868923470956
Ford,Model C,2021,3.0,743,Electric,Automatic,32797.8991228446
Ford,Model B,2020,2.7,40124,Diesel,Manual,34104.02040718116
Ford,Model B,2005,2.7,144200,Diesel,Automatic,20266.057041853128
BMW,Model E,2000,3.0,118174,Electric,Automatic,14802.096901272122
Toyota,Model B,2020,4.2,181292,Diesel,Automatic,32331.158385769122
Honda,Model B,2021,1.1,189424,Petrol,Automatic,19614.613329951593
Ford,Model C,2019,3.8,45653,Electric,Automatic,34965.38559849281
Audi,Model B,2020,2.4,46072,Petrol,Automatic,34325.073680396294
Ford,Model D,2003,3.6,122214,Petrol,Automatic,16360.816222543654
Audi,Model C,2021,4.3,41302,Petrol,Manual,36500.14018330311
BMW,Model A,2013,2.1,77011,Petrol,Manual,27621.913208154383
Audi,Model C,2019,1.3,106452,Diesel,Manual,28009.601638263717
Honda,Model B,2021,1.8,31898,Electric,Manual,33938.73850482169
Toyota,Model D,2019,1.8,103620,Electric,Automatic,28770.85842814286
Audi,Model C,2007,3.6,17889,Petrol,Manual,28133.590854077087
Audi,Model D,2010,1.2,142024,Electric,Manual,20217.418637475144
Toyota,Model A,2014,1.2,45985,Electric,Automatic,30123.61844910424
Honda,Model A,2018,3.4,183049,Petrol,Manual,28174.75189747281
Ford,Model E,2007,2.9,74106,Petrol,Automatic,23260.96302146738
Audi,Model E,2012,2.5,60139,Diesel,Manual,29123.77328832074
Toyota,Model C,2017,3.0,8897,Diesel,Manual,35767.73100316318
BMW,Model E,2021,3.6,18798,Petrol,Manual,34000.677593294815
Toyota,Model D,2016,1.4,5656,Diesel,Automatic,29475.101080523986
BMW,Model E,2005,2.9,156418,Diesel,Automatic,18907.192540861848
Honda,Model D,2014,3.9,12193,Electric,Manual,35039.33157510022
Ford,Model E,2012,2.3,136219,Petrol,Manual,21969.607938313373
Toyota,Model E,2017,3.7,126474,Electric,Automatic,27317.94577151508
Audi,Model E,2010,4.0,102748,Electric,Automatic,29045.717766339676
Honda,Model B,2012,3.9,144501,Petrol,Manual,23164.624593917913
Toyota,Model B,2000,3.3,173263,Electric,Manual,17307.908177761186
Audi,Model E,2017,3.5,83366,Diesel,Manual,28873.68027441623
Toyota,Model D,2004,3.8,159836,Diesel,Manual,22789.93877894867
BMW,Model C,2005,3.6,63628,Diesel,Automatic,24295.68926927801
Toyota,Model A,2000,2.6,133474,Diesel,Manual,17599.719613518206
Toyota,Model B,2006,1.6,5642,Diesel,Automatic,20135.729559930107
Toyota,Model E,2003,2.1,83746,Electric,Automatic,20516.311430918227
Honda,Model A,2008,1.7,7918,Petrol,Automatic,25650.79822057184
Toyota,Model B,2014,2.3,118535,Electric,Automatic,24816.400833980624
Audi,Model C,2005,2.7,114438,Electric,Automatic,23781.98790467341
BMW,Model D,2016,4.4,148548,Diesel,Automatic,29568.91085771612
BMW,Model E,2019,4.4,21061,Diesel,Automatic,37038.236134878985
Toyota,Model C,2017,3.7,116408,Electric,Automatic,27602.16808504755
Honda,Model B,2021,4.4,181106,Electric,Automatic,33518.79819961909
Honda,Model E,2003,4.5,183714,Petrol,Manual,16637.663024064528
Audi,Model A,2008,4.1,161501,Petrol,Automatic,20732.15637340609
Toyota,Model D,2013,1.3,169637,Petrol,Manual,18089.100506369057
BMW,Model B,2002,2.5,20215,Petrol,Automatic,24369.518956728745
Honda,Model D,2000,2.9,120148,Petrol,Automatic,18879.577787370672
Toyota,Model E,2010,1.4,113613,Diesel,Manual,19610.4523937412
Honda,Model C,2000,3.8,172336,Petrol,Automatic,18335.526878755674
Honda,Model D,2011,1.5,56098,Electric,Automatic,27011.474309235462
BMW,Model A,2008,2.3,68764,Diesel,Manual,24273.095886103067
Ford,Model B,2004,1.2,93271,Electric,Manual,16218.079703300427
Audi,Model A,2014,2.8,140515,Diesel,Automatic,24366.41070719657
Audi,Model D,2017,3.1,123816,Diesel,Automatic,25873.827841377144
BMW,Model C,2008,3.6,39276,Petrol,Manual,25440.34690835472
Honda,Model C,2012,2.2,31711,Electric,Automatic,27891.845636423743
Toyota,Model A,2012,3.1,175749,Petrol,Automatic,20603.31149920008
Honda,Model E,2012,3.6,190547,Electric,Automatic,22011.040014089314
BMW,Model E,2009,3.7,167129,Electric,Manual,23388.099777984706
Audi,Model C,2009,2.1,39764,Petrol,Automatic,26353.269842062506
Honda,Model A,2021,1.2,4844,Petrol,Manual,34067.77115848601
Audi,Model A,2006,1.1,107181,Diesel,Automatic,15399.562756307427
Toyota,Model A,2021,3.7,102539,Diesel,Automatic,31364.151391938907
Audi,Model D,2004,2.3,24630,Diesel,Automatic,26392.334885512435
Audi,Model E,2019,1.5,85132,Electric,Manual,23884.425342014663
Ford,Model E,2006,1.6,151625,Petrol,Manual,17277.398242755928
Ford,Model D,2019,3.7,101510,Diesel,Manual,31225.895671489943
Ford,Model B,2009,3.1,174987,Petrol,Automatic,18757.353758206904
Audi,Model D,2009,2.8,146236,Diesel,Automatic,20436.184966723034
BMW,Model A,2020,3.2,190360,Diesel,Manual,23503.451632676282
Audi,Model D,2012,1.5,17025,Petrol,Manual,27706.686837842364
BMW,Model A,2014,2.1,4839,Diesel,Manual,24958.76809538972
BMW,Model C,2005,2.3,38937,Petrol,Automatic,22622.408297803653
Ford,Model A,2019,2.1,113074,Diesel,Automatic,25606.750871362136
Honda,Model E,2011,4.0,46660,Petrol,Manual,31982.220401147108
Toyota,Model D,2018,3.0,196669,Diesel,Automatic,21042.705932630277
Ford,Model A,2010,3.6,115911,Diesel,Automatic,27997.488267743698
Ford,Model B,2005,1.8,33260,Electric,Manual,24931.358214470867
Honda,Model C,2000,1.9,96200,Petrol,Automatic,20080.152113517728
Toyota,Model B,2001,1.8,23206,Diesel,Manual,21085.982636841803
Audi,Model B,2014,3.4,55763,Electric,Manual,29172.059732152113
Audi,Model B,2003,2.2,83059,Petrol,Manual,19173.192778831788
Ford,Model C,2004,2.4,152946,Diesel,Manual,19314.137851932628
Toyota,Model C,2014,3.5,6794,Diesel,Manual,31957.02186121683
Ford,Model C,2010,4.4,148711,Diesel,Automatic,23749.29044436603
BMW,Model C,2009,1.6,166335,Petrol,Manual,17674.99527237311
Ford,Model B,2016,1.2,117973,Electric,Manual,24243.61861632493
Ford,Model E,2001,1.7,182479,Diesel,Automatic,11249.152119685852
Audi,Model E,2019,3.6,41961,Electric,Automatic,31699.47688447765
Audi,Model C,2009,1.7,197733,Petrol,Manual,19713.177765205
Audi,Model D,2019,3.0,85801,Petrol,Manual,28396.314775197054
BMW,Model A,2002,3.1,184329,Diesel,Manual,19878.53837779057
Audi,Model D,2018,2.0,11736,Diesel,Manual,30358.883244975215
Toyota,Model D,2004,1.2,164986,Diesel,Automatic,12439.427976539497
Honda,Model D,2002,2.4,181010,Electric,Manual,18490.096538728478
Toyota,Model E,2007,1.7,59395,Electric,Manual,26420.816456872642
Toyota,Model A,2004,1.6,80338,Diesel,Manual,19021.54953996215
Audi,Model D,2011,2.8,114946,Petrol,Manual,26538.148664061515
Honda,Model C,2013,3.4,195280,Petrol,Automatic,22742.212026961504
Honda,Model E,2006,1.3,79757,Diesel,Automatic,20927.606027592166
Honda,Model C,2010,3.0,69385,Electric,Manual,27158.429017046074
BMW,Model C,2007,1.9,65285,Petrol,Manual,23076.1486806767
Audi,Model D,2004,3.4,153886,Electric,Manual,20310.423222584774
Honda,Model C,2007,3.8,120862,Diesel,Automatic,24069.04713576138
BMW,Model A,2011,3.8,177839,Electric,Manual,22056.015127194554
Ford,Model C,2014,2.3,135688,Electric,Automatic,22399.997043819712
Ford,Model D,2018,3.0,90100,Electric,Automatic,27196.56370104418
BMW,Model C,2015,3.8,197323,Petrol,Manual,20463.252862939305
BMW,Model E,2013,1.2,65659,Electric,Automatic,24434.361637484042
Audi,Model E,2006,3.1,67713,Electric,Automatic,23128.60198575366
Audi,Model E,2007,3.9,187113,Electric,Manual,17669.008655849266
Ford,Model B,2006,2.3,195075,Diesel,Manual,15201.819701279872
Honda,Model E,2017,2.6,148959,Electric,Automatic,24189.547534641126
Ford,Model E,2005,3.4,46811,Electric,Automatic,24860.343573125727
Honda,Model B,2018,1.2,146181,Petrol,Automatic,25876.367504165508
Honda,Model E,2003,2.3,187318,Diesel,Manual,14543.727610153524
Audi,Model D,2002,2.0,63387,Electric,Automatic,23721.864041560984
Toyota,Model E,2016,1.1,133196,Petrol,Manual,21037.919235227033
Toyota,Model E,2021,1.7,101558,Petrol,Automatic,28786.449555102736
BMW,Model B,2018,2.4,67949,Electric,Manual,27401.390527851425
Audi,Model D,2014,1.7,151843,Petrol,Automatic,25239.002594308684
Honda,Model C,2005,3.1,6089,Petrol,Automatic,29846.633859079313
Toyota,Model A,2011,2.6,5833,Petrol,Manual,30905.648272025115
Honda,Model D,2018,1.1,146820,Petrol,Manual,26814.117943138805
Toyota,Model C,2005,2.0,49308,Electric,Automatic,24774.73827829802
Toyota,Model D,2010,1.1,42083,Electric,Automatic,24972.87133747151
Toyota,Model C,2019,2.3,152459,Petrol,Automatic,22766.766034397526
Audi,Model C,2019,1.9,115605,Electric,Automatic,21807.359652367893
Ford,Model D,2009,3.4,79674,Electric,Manual,23727.44686673803
Honda,Model B,2015,2.1,1702,Petrol,Automatic,27242.015004164743
Audi,Model D,2017,2.3,165505,Petrol,Manual,22224.892317283677
Audi,Model D,2013,3.5,21773,Petrol,Manual,33599.91779831626
Audi,Model C,2003,2.7,143497,Electric,Manual,16591.82713342234
Audi,Model A,2011,2.9,38575,Electric,Manual,27446.38069137759
Audi,Model C,2019,3.9,20098,Diesel,Manual,35408.82717771041
BMW,Model E,2020,1.7,72519,Diesel,Manual,28958.390163168027
Honda,Model D,2007,4.5,152566,Petrol,Automatic,22684.790153747796
Audi,Model D,2006,4.2,128699,Diesel,Automatic,26341.861106870972
Honda,Model B,2008,2.0,2397,Electric,Manual,26928.933239269856
BMW,Model C,2016,4.1,26770,Diesel,Automatic,34203.08198837029
BMW,Model B,2009,3.6,38222,Diesel,Manual,33740.094833999174
Honda,Model D,2002,4.3,181779,Petrol,Manual,22985.10675185876
Toyota,Model C,2020,3.4,93737,Electric,Manual,31151.374518603378
Ford,Model C,2007,3.4,49033,Electric,Automatic,27941.321298128183
Toyota,Model E,2013,1.0,65879,Electric,Automatic,22362.203584169376
Toyota,Model E,2006,2.7,78475,Electric,Automatic,19298.27921191344
Toyota,Model A,2015,1.7,198152,Diesel,Manual,21355.63073380519
Audi,Model E,2017,2.1,15950,Petrol,Automatic,28788.034865315265
BMW,Model C,2010,4.4,96081,Diesel,Manual,29124.70434722008
Toyota,Model E,2005,1.3,48787,Electric,Manual,25956.072727254752
BMW,Model A,2019,3.5,88768,Petrol,Automatic,27309.48049916577
Honda,Model D,2020,1.6,191234,Petrol,Manual,18079.99296590859
Ford,Model E,2013,1.0,90150,Electric,Manual,21155.61279533489
Honda,Model C,2020,2.8,95551,Electric,Manual,31442.72814853761
Honda,Model D,2012,1.6,106350,Petrol,Manual,25383.10659183165
Audi,Model C,2003,4.4,127943,Electric,Manual,24520.220370774558
Ford,Model D,2019,1.7,62926,Electric,Automatic,29329.40564938644
Honda,Model C,2019,1.7,4986,Electric,Manual,31684.391095580995
Honda,Model E,2010,1.1,78485,Electric,Manual,22523.152623298407
Ford,Model E,2017,2.2,131307,Petrol,Automatic,27702.595054174588
Ford,Model A,2000,1.1,139065,Petrol,Automatic,12958.384679700637
Honda,Model D,2011,2.7,145908,Diesel,Manual,22687.889923035098
Ford,Model A,2017,2.8,70760,Diesel,Automatic,27252.824498878348
Honda,Model B,2006,1.2,164078,Petrol,Manual,16914.510501854806
Honda,Model E,2011,1.8,152380,Diesel,Automatic,20517.418450952486
Audi,Model D,2000,3.9,65587,Electric,Automatic,28693.486580306257
Toyota,Model A,2021,2.6,157803,Electric,Automatic,23854.14640262894
Honda,Model A,2003,2.5,75108,Petrol,Manual,23619.500789654758
BMW,Model B,2017,3.4,197664,Diesel,Automatic,23392.179840817622
Toyota,Model A,2014,3.5,8498,Electric,Automatic,34223.93217264567
Toyota,Model C,2002,3.7,45066,Diesel,Automatic,26644.39868422525
Toyota,Model E,2006,3.9,177790,Petrol,Manual,20331.72288660864
Audi,Model A,2005,1.8,89529,Petrol,Automatic,18560.473556087578
Honda,Model A,2014,1.2,150065,Diesel,Automatic,18783.630796287882
Audi,Model B,2014,2.3,12485,Petrol,Automatic,30186.034401241355
Honda,Model C,2005,4.0,69136,Electric,Automatic,24597.288401048558
Audi,Model A,2007,1.3,177195,Electric,Automatic,15779.817463972968
Audi,Model E,2007,3.0,46264,Diesel,Automatic,23703.962835281152
BMW,Model E,2021,3.5,45606,Diesel,Automatic,35235.469802925065
Audi,Model A,2000,2.7,36346,Petrol,Manual,20797.425465970093
Ford,Model C,2012,1.9,103865,Petrol,Manual,22773.795045639203
BMW,Model E,2020,2.1,166383,Diesel,Automatic,27512.561023921884
Audi,Model E,2012,1.3,115192,Petrol,Manual,22136.97309925803
Toyota,Model C,2010,2.0,123016,Diesel,Automatic,23360.307709211364
Ford,Model C,2003,1.2,173334,Diesel,Automatic,12322.766691267223
Ford,Model A,2006,3.5,53166,Electric,Automatic,26895.545583022657
Ford,Model D,2011,4.1,39075,Petrol,Manual,31608.674323984113
BMW,Model B,2012,3.2,167454,Diesel,Manual,21096.145367975805
Audi,Model D,2021,3.3,78675,Electric,Manual,32288.253255336465
Audi,Model D,2011,2.7,103446,Diesel,Automatic,23886.00814054634
Toyota,Model E,2015,1.5,186295,Petrol,Manual,20729.319409927346
Toyota,Model C,2005,1.0,4806,Electric,Manual,20613.542886059997
Ford,Model E,2013,2.2,180730,Petrol,Automatic,18764.44398103872
Toyota,Model B,2018,3.6,29357,Electric,Automatic,30945.940327215496
BMW,Model A,2015,4.4,58877,Petrol,Automatic,30055.271564024806
Audi,Model B,2003,2.5,110137,Diesel,Automatic,18741.94160964348
Ford,Model E,2004,2.3,53155,Diesel,Automatic,23968.214880538955
Toyota,Model E,2008,2.6,58051,Diesel,Automatic,25481.65361570292
BMW,Model E,2002,2.5,124503,Petrol,Automatic,18952.670713726566
BMW,Model E,2021,3.2,73147,Electric,Automatic,30290.24435190831
Toyota,Model D,2009,3.6,127117,Petrol,Manual,24299.16734549588
Audi,Model A,2016,3.7,157976,Diesel,Manual,29014.270349867966
Toyota,Model D,2018,3.3,76742,Petrol,Automatic,31353.380436590665
Ford,Model E,2009,2.5,97486,Electric,Manual,25247.232258929092
Toyota,Model C,2011,4.3,132779,Diesel,Automatic,25450.308080209874
BMW,Model D,2006,3.5,182668,Petrol,Manual,18907.9257014211
Toyota,Model E,2017,2.5,22290,Diesel,Manual,32428.357362197254
Audi,Model E,2018,2.6,84875,Petrol,Manual,27079.62060654762
Honda,Model A,2014,3.9,19311,Petrol,Automatic,32593.0817179769
Toyota,Model B,2006,2.5,181081,Diesel,Automatic,18319.838294676323
Audi,Model D,2011,2.8,48175,Electric,Automatic,26910.41124005511
Audi,Model D,2021,2.0,2720,Diesel,Automatic,31674.335194515563
BMW,Model D,2006,3.9,35790,Electric,Automatic,26710.03838322582
Audi,Model E,2009,2.8,81285,Diesel,Automatic,22280.101062663187
Audi,Model A,2021,2.9,115066,Diesel,Manual,30101.43994894466
Audi,Model E,2019,4.1,90328,Diesel,Manual,33852.39672128906
Audi,Model E,2009,4.2,158544,Petrol,Automatic,22962.82673114738
Ford,Model C,2004,3.9,22442,Petrol,Automatic,33153.03591993006
Ford,Model A,2017,1.2,23802,Electric,Manual,27192.882660510862
BMW,Model D,2008,2.6,185187,Diesel,Manual,17457.28807860763
Toyota,Model B,2015,2.2,12721,Petrol,Manual,31803.378896912785
Audi,Model D,2006,1.7,35757,Petrol,Automatic,24854.04769445032
Toyota,Model E,2009,4.2,167670,Diesel,Automatic,24856.306020533193
Toyota,Model A,2004,4.1,159304,Diesel,Manual,23377.523379201095
BMW,Model A,2006,2.6,169243,Diesel,Manual,16874.279550702675
Audi,Model A,2004,1.5,157154,Electric,Manual,16888.23634425011
Audi,Model C,2014,1.0,91402,Diesel,Manual,20631.327571586262
Honda,Model D,2018,2.5,1939,Petrol,Manual,35034.20606088877
Toyota,Model C,2009,1.1,119382,Petrol,Manual,21721.975669856234
Toyota,Model B,2007,3.1,31989,Diesel,Manual,29187.434213083627
Ford,Model E,2008,3.1,130404,Electric,Automatic,22574.378902448894
Honda,Model C,2010,4.1,73251,Electric,Automatic,30591.756453000515
Ford,Model C,2021,1.7,199394,Petrol,Manual,23266.03174310303
Ford,Model E,2001,2.3,14454,Electric,Manual,26143.61023825329
Ford,Model A,2002,4.0,132449,Diesel,Manual,20759.933607545703
BMW,Model E,2012,2.7,35523,Electric,Manual,27977.95994721947
BMW,Model D,2010,1.2,30807,Electric,Manual,25714.936165708947
Ford,Model E,2009,1.4,18467,Petrol,Automatic,22852.547859419956
Honda,Model A,2014,3.8,37177,Petrol,Manual,31267.89562268425
Toyota,Model E,2005,3.6,143359,Petrol,Manual,21430.19228175166
Honda,Model C,2000,4.1,48667,Electric,Manual,22093.507005642838
Audi,Model B,2013,1.4,143910,Petrol,Manual,21302.153433623782
